order_id,date,day_of_week,time_of_day,item_name,category,quantity,unit_price,total_price,payment_method,server,table_number,discount_applied
1278,2024-02-24,Saturday,Morning,Puff Puff,Desserts,5,450.0,2250.0,Card,Chukwu,10.0,False
1133,2024-01-30,Tuesday,Afternoon,Chin Chin,Desserts,1,500.0,500.0,Card,Emeka,6.0,False
1439,2024-03-22,Friday,Afternoon,Chin Chin,Desserts,2,500.0,1000.0,Transfer,Blessing,12.0,False
1326,2024-03-04,Monday,Evening,Spring Rolls,Starters,1,900.0,810.0,Cash,Emeka,14.0,True
1073,2024-01-19,Friday,Afternoon,Jollof Rice,Mains,1,1800.0,1800.0,Card,Chukwu,3.0,False
1229,2024-02-15,Thursday,Morning,Chin Chin,Desserts,3,500.0,1500.0,Card,Emeka,12.0,False
1358,08/03/2024,Friday,Evening,Beef Suya,Starters,1,1100.0,1100.0,Transfer,Amaka,4.0,False
1078,2024-01-20,Saturday,Evening,Fresh Juice,Drinks,3,700.0,2100.0,Transfer,Emeka,6.0,False
1470,2024-03-31,Sunday,Evening,Jollof Rice,Mains,2,1800.0,3600.0,Transfer,Chukwu,6.0,False
1091,2024-01-22,Monday,Evening,Fried Plantain,Starters,3,800.0,2400.0,Cash,Amaka,5.0,False
1433,2024-03-21,Thursday,Evening,Jollof Rice,Mains,2,1800.0,3600.0,Transfer,Chukwu,12.0,False
1514,2024-04-06,Saturday,Evening,Chin Chin,Desserts,4,500.0,2000.0,Cash,Amaka,6.0,False
1219,2024-02-12,Monday,Afternoon,Fresh Juice,Drinks,2,700.0,1400.0,Cash,Amaka,4.0,False
1211,2024-02-11,Sunday,Morning,Pepper Soup,Starters,4,1200.0,4800.0,Card,Blessing,4.0,False
1125,2024-01-28,Sunday,Morning,Beef Suya,Starters,3,1100.0,,Card,Blessing,,False
1181,2024-02-08,Thursday,Evening,Beef Suya,Starters,2,1100.0,2200.0,Card,Chukwu,2.0,False
1463,2024-03-28,Thursday,Evening,Fried Plantain,Starters,1,800.0,720.0,Cash,Amaka,9.0,True
1350,2024-03-07,Thursday,Morning,Puff Puff,Desserts,2,450.0,900.0,Card,Amaka,8.0,False
1337,2024-03-05,Tuesday,Afternoon,Zobo,Drinks,3,400.0,1200.0,Cash,Chukwu,,False
1235,2024-02-16,Friday,Afternoon,Puff Puff,Desserts,2,450.0,900.0,Card,Emeka,7.0,False
1319,2024-03-02,Saturday,Evening,Beef Suya,Starters,1,1100.0,1100.0,Card,Amaka,4.0,False
1381,2024-03-10,Sunday,Afternoon,Chin Chin,Desserts,1,500.0,500.0,Transfer,Amaka,8.0,False
1071,2024-01-19,Friday,Evening,Jollof Rice,Mains,1,1800.0,1800.0,Cash,Chukwu,15.0,False
1399,2024-03-14,Thursday,Evening,Fresh Juice,Drinks,4,700.0,2800.0,Transfer,Blessing,,False
1149,2024-01-31,Wednesday,Evening,Pounded Yam,Mains,3,2200.0,6600.0,Transfer,Chukwu,12.0,False
1085,2024-01-22,Monday,Evening,Pounded Yam,Mains,2,2200.0,4400.0,Card,Chukwu,9.0,False
1064,2024-01-17,Wednesday,Evening,Beef Suya,Starters,1,1100.0,N1100,Card,Amaka,10.0,False
1362,2024-03-09,Saturday,Evening,Chin Chin,Desserts,2,500.0,900.0,Transfer,Emeka,11.0,True
1090,2024-01-22,Monday,Evening,Fresh Juice,Drinks,4,700.0,2800.0,Cash,Emeka,3.0,False
1246,2024-02-18,Sunday,Evening,Pepper Soup,Starters,2,1200.0,2160.0,Cash,Emeka,,True
1178,06/02/2024,Tuesday,Morning,Chapman,Drinks,2,600.0,1200.0,Card,Blessing,,False
1034,2024-01-11,Thursday,Afternoon,Spring Rolls,Starters,1,900.0,900.0,Cash,Chukwu,,False
1077,2024-01-20,Saturday,Evening,Fresh Juice,Drinks,1,700.0,630.0,Cash,Amaka,8.0,True
1083,2024-01-21,Sunday,Afternoon,Jollof Rice,Mains,2,1800.0,3600.0,Card,Chukwu,7.0,False
1001,08/01/2024,Monday,Evening,Fresh Juice,Drinks,3,700.0,2100.0,Cash,Chukwu,8.0,False
1012,2024-01-09,Tuesday,Morning,Pounded Yam,Mains,2,2200.0,4400.0,Cash,Amaka,7.0,False
1248,2024-02-19,Monday,Afternoon,Chapman,Drinks,1,600.0,,Cash,Emeka,11.0,False
1023,2024-01-10,Wednesday,Evening,Beef Suya,Starters,3,1100.0,3300.0,Transfer,Amaka,5.0,False
1254,2024-02-20,Tuesday,Afternoon,Zobo,Drinks,3,400.0,1200.0,Cash,Chukwu,10.0,False
1427,2024-03-19,Tuesday,Afternoon,Fried Plantain,Starters,2,800.0,1600.0,Cash,Blessing,,False
1226,2024-02-14,Wednesday,Evening,Chapman,Drinks,5,600.0,3000.0,Cash,Chukwu,,False
1519,2024-04-07,Sunday,Evening,Fried Plantain,Starters,2,800.0,1440.0,Cash,Chukwu,12.0,True
1159,2024-02-03,Saturday,Morning,Egusi Soup,Mains,1,1500.0,1500.0,Transfer,Emeka,14.0,False
1453,2024-03-26,Tuesday,Evening,Zobo,Drinks,2,400.0,800.0,Cash,Chukwu,3.0,False
1019,2024-01-09,Tuesday,Morning,Beef Suya,Starters,1,1100.0,1100.0,Cash,Chukwu,5.0,False
1183,2024-02-08,Thursday,Afternoon,Egusi Soup,Mains,2,1500.0,3000.0,Cash,Chukwu,9.0,False
1336,2024-03-05,Tuesday,Evening,Pounded Yam,Mains,3,2200.0,6600.0,Transfer,Chukwu,4.0,False
1016,2024-01-09,Tuesday,Afternoon,Spring Rolls,Starters,2,900.0,1800.0,Card,Blessing,8.0,False
1387,2024-03-11,Monday,Evening,Chin Chin,Desserts,1,500.0,500.0,Transfer,Blessing,6.0,False
1040,2024-01-13,Saturday,Morning,Chin Chin,Desserts,3,500.0,N1500,Card,Amaka,10.0,False
1486,2024-04-03,Wednesday,Afternoon,Puff Puff,Desserts,1,450.0,450.0,Card,Blessing,6.0,False
1047,2024-01-14,Sunday,Afternoon,Chin Chin,Desserts,3,500.0,1500.0,Card,Amaka,6.0,False
1094,2024-01-23,Tuesday,Evening,Jollof Rice,Mains,1,1800.0,1800.0,Cash,Blessing,,False
1168,2024-02-04,Sunday,Afternoon,Fried Plantain,Starters,1,800.0,,Card,Amaka,12.0,False
1210,2024-02-11,Sunday,Afternoon,Pepper Soup,Starters,1,1200.0,1200.0,Card,Amaka,7.0,False
1371,2024-03-09,Saturday,Afternoon,Spring Rolls,Starters,1,900.0,900.0,Transfer,Chukwu,5.0,False
1378,2024-03-10,Sunday,Afternoon,Pepper Soup,Starters,2,1200.0,2400.0,Card,Blessing,3.0,False
1290,2024-02-27,Tuesday,Afternoon,Fried Plantain,Starters,1,800.0,N800,Transfer,Amaka,3.0,False
1469,31/03/2024,Sunday,Afternoon,Beef Suya,Starters,1,1100.0,990.0,Card,Chukwu,,True
1413,2024-03-16,Saturday,Morning,Puff Puff,Desserts,3,450.0,1350.0,Card,Chukwu,,False
1303,2024-02-28,Wednesday,Afternoon,Chin Chin,Desserts,1,500.0,500.0,Transfer,Emeka,7.0,False
1432,2024-03-21,Thursday,Afternoon,Fresh Juice,Drinks,4,700.0,2520.0,Card,Chukwu,,True
1154,2024-02-02,Friday,Afternoon,Fried Plantain,Starters,4,800.0,3200.0,Cash,Amaka,14.0,False
1221,2024-02-13,Tuesday,Afternoon,Pounded Yam,Mains,2,2200.0,4400.0,Card,Emeka,2.0,False
1070,2024-01-19,Friday,Afternoon,Chapman,Drinks,1,600.0,600.0,Card,Blessing,12.0,False
1363,2024-03-09,Saturday,Afternoon,Jollof Rice,Mains,5,1800.0,8100.0,Cash,Amaka,14.0,True
1484,2024-04-03,Wednesday,Afternoon,Puff Puff,Desserts,1,450.0,450.0,Cash,Amaka,3.0,False
1174,06/02/2024,Tuesday,Afternoon,Pepper Soup,Starters,4,1200.0,4800.0,Cash,Amaka,5.0,False
1353,2024-03-07,Thursday,Evening,Jollof Rice,Mains,2,1800.0,3600.0,Cash,Amaka,,False
1232,2024-02-15,Thursday,Evening,Puff Puff,Desserts,1,450.0,450.0,Cash,Chukwu,4.0,False
1212,2024-02-11,Sunday,Evening,Puff Puff,Desserts,3,450.0,1350.0,Transfer,Amaka,9.0,False
1193,2024-02-09,Friday,Morning,Pepper Soup,Starters,2,1200.0,2400.0,Card,Amaka,12.0,False
1447,2024-03-24,Sunday,Morning,Beef Suya,Starters,1,1100.0,1100.0,Cash,Emeka,10.0,False
1325,2024-03-04,Monday,Afternoon,Zobo,Drinks,1,400.0,400.0,Card,Blessing,10.0,False
1223,2024-02-13,Tuesday,Evening,Chapman,Drinks,1,600.0,600.0,Card,Blessing,8.0,False
1155,02/02/2024,Friday,Evening,Spring Rolls,Starters,1,900.0,810.0,Card,Emeka,12.0,True
1423,2024-03-18,Monday,Afternoon,Pounded Yam,Mains,3,2200.0,N6600,Cash,Amaka,6.0,False
1177,06/02/2024,Tuesday,Evening,Zobo,Drinks,1,400.0,360.0,Cash,Emeka,4.0,True
1361,2024-03-09,Saturday,Afternoon,Fried Plantain,Starters,1,800.0,800.0,Transfer,Emeka,9.0,False
1416,2024-03-17,Sunday,Evening,Fresh Juice,Drinks,2,700.0,1400.0,Cash,Emeka,,False
1205,2024-02-10,Saturday,Evening,Egusi Soup,Mains,1,1500.0,1500.0,Card,Emeka,1.0,False
1341,2024-03-06,Wednesday,Evening,Egusi Soup,Mains,2,1500.0,N3000,Cash,Emeka,1.0,False
1279,2024-02-24,Saturday,Evening,Beef Suya,Starters,1,1100.0,1100.0,Card,Blessing,9.0,False
1456,2024-03-27,Wednesday,Morning,Spring Rolls,Starters,3,900.0,2700.0,Cash,Amaka,6.0,False
1365,2024-03-09,Saturday,Morning,Chapman,Drinks,2,600.0,1200.0,Cash,Amaka,,False
1087,2024-01-22,Monday,Afternoon,Beef Suya,Starters,2,1100.0,2200.0,Card,Amaka,12.0,False
1518,2024-04-07,Sunday,Morning,Spring Rolls,Starters,1,900.0,900.0,Cash,Blessing,13.0,False
1196,2024-02-09,Friday,Afternoon,Egusi Soup,Mains,3,1500.0,4500.0,Card,Emeka,15.0,False
1407,2024-03-16,Saturday,Evening,Chapman,Drinks,5,600.0,3000.0,Cash,Amaka,4.0,False
1020,2024-01-09,Tuesday,Evening,Pounded Yam,mains,1,2200.0,2200.0,Card,Amaka,,False
1349,2024-03-07,Thursday,Evening,Chapman,Drinks,1,600.0,540.0,Cash,Blessing,1.0,True
1057,2024-01-16,Tuesday,Evening,Zobo,Drinks,1,400.0,400.0,Card,Emeka,4.0,False
1372,09/03/2024,Saturday,Afternoon,Beef Suya,Starters,1,1100.0,1100.0,Transfer,Chukwu,9.0,False
1348,2024-03-07,Thursday,Evening,Fresh Juice,Drinks,2,700.0,1400.0,Cash,Emeka,,False
1479,2024-04-02,Tuesday,Afternoon,Zobo,Drinks,3,400.0,,Cash,Chukwu,,False
1249,2024-02-19,Monday,Evening,Pepper Soup,Starters,1,1200.0,1200.0,Cash,Blessing,,False
1026,2024-01-10,Wednesday,Afternoon,Chapman,Drinks,3,600.0,1800.0,Transfer,Chukwu,14.0,False
1452,26/03/2024,Tuesday,Morning,Puff Puff,Desserts,2,450.0,900.0,Cash,Chukwu,,False
1043,2024-01-14,Sunday,Morning,Puff Puff,Desserts,2,450.0,810.0,Card,Chukwu,1.0,True
1474,2024-04-01,Monday,Evening,Fresh Juice,Drinks,1,700.0,700.0,Cash,Blessing,,False
1262,2024-02-22,Thursday,Afternoon,Fresh Juice,Drinks,2,700.0,1400.0,Card,Chukwu,3.0,False
1173,2024-02-06,Tuesday,Morning,Spring Rolls,Starters,1,900.0,900.0,Card,Emeka,4.0,False
1291,2024-02-27,Tuesday,Afternoon,Egusi Soup,Mains,2,1500.0,2700.0,Card,Amaka,,True
1127,2024-01-28,Sunday,Evening,Chin Chin,Desserts,1,500.0,500.0,Card,Emeka,15.0,False
1343,2024-03-06,Wednesday,Morning,Spring Rolls,Starters,4,900.0,,Cash,Blessing,15.0,False
1032,2024-01-11,Thursday,Afternoon,Zobo,Drinks,2,400.0,800.0,Card,Emeka,,False
1114,2024-01-26,Friday,Afternoon,Pounded Yam,Mains,2,2200.0,4400.0,Cash,Amaka,,False
1230,2024-02-15,Thursday,Morning,Jollof Rice,Mains,1,1800.0,1800.0,Transfer,Chukwu,10.0,False
1228,2024-02-14,Wednesday,Afternoon,Jollof Rice,Mains,2,1800.0,3600.0,Card,Amaka,,False
1430,2024-03-20,Wednesday,Evening,Spring Rolls,Starters,2,900.0,1800.0,Transfer,Blessing,15.0,False
1058,2024-01-16,Tuesday,Evening,Jollof Rice,mains,2,1800.0,3600.0,Card,Chukwu,13.0,False
1382,2024-03-10,Sunday,Evening,Pepper Soup,Starters,2,1200.0,2400.0,Card,Blessing,1.0,False
1025,2024-01-10,Wednesday,Evening,Jollof Rice,mains,2,1800.0,3600.0,Cash,Emeka,,False
1018,2024-01-09,Tuesday,Afternoon,Beef Suya,Starters,1,1100.0,1100.0,Card,Blessing,1.0,False
1266,2024-02-23,Friday,Evening,Pounded Yam,Mains,1,2200.0,2200.0,Cash,Blessing,,False
1067,2024-01-18,Thursday,Afternoon,Fresh Juice,Drinks,2,700.0,1400.0,Card,Chukwu,5.0,False
1315,2024-03-01,Friday,Evening,Jollof Rice,Mains,2,1800.0,3600.0,Cash,Blessing,3.0,False
1468,2024-03-31,Sunday,Afternoon,Chin Chin,Desserts,2,500.0,1000.0,Cash,Emeka,1.0,False
1095,2024-01-23,Tuesday,Evening,Egusi Soup,Mains,3,1500.0,4500.0,Card,Chukwu,8.0,False
1457,2024-03-27,Wednesday,Evening,Egusi Soup,Mains,3,1500.0,4500.0,Transfer,Emeka,8.0,False
1355,2024-03-07,Thursday,Afternoon,Pepper Soup,Starters,2,1200.0,2400.0,Card,Amaka,7.0,False
1024,2024-01-10,Wednesday,Morning,Puff Puff,Desserts,1,450.0,450.0,Cash,Amaka,13.0,False
1250,2024-02-19,Monday,Evening,Pepper Soup,Starters,1,1200.0,1200.0,Cash,Chukwu,14.0,False
1273,2024-02-24,Saturday,Evening,Zobo,Drinks,1,400.0,400.0,Transfer,Blessing,15.0,False
1502,2024-04-05,Friday,Evening,Fried Plantain,Starters,2,800.0,,Cash,Chukwu,5.0,False
1006,2024-01-08,Monday,Evening,Beef Suya,Starters,1,1100.0,990.0,Card,Blessing,7.0,True
1117,2024-01-26,Friday,Morning,Egusi Soup,mains,4,1500.0,6000.0,Cash,Emeka,11.0,False
1046,2024-01-14,Sunday,Evening,Pounded Yam,Mains,2,2200.0,4400.0,Cash,Chukwu,8.0,False
1500,2024-04-05,Friday,Evening,Jollof Rice,Mains,3,1800.0,5400.0,Cash,Emeka,,False
1395,2024-03-13,Wednesday,Evening,Egusi Soup,Mains,1,1500.0,1500.0,Transfer,Amaka,,False
1017,2024-01-09,Tuesday,Afternoon,Fresh Juice,Drinks,2,700.0,1400.0,Cash,Chukwu,12.0,False
1490,2024-04-04,Thursday,Evening,Beef Suya,Starters,1,1100.0,1100.0,Card,Chukwu,6.0,False
1376,2024-03-10,Sunday,Evening,Pepper Soup,Starters,3,1200.0,3600.0,Transfer,Emeka,,False
1004,2024-01-08,Monday,Evening,Chin Chin,Desserts,1,500.0,450.0,Cash,Emeka,3.0,True
1489,2024-04-03,Wednesday,Afternoon,Chapman,Drinks,1,600.0,600.0,Cash,Emeka,15.0,False
1449,2024-03-25,Monday,Evening,Beef Suya,Starters,1,1100.0,1100.0,Card,Amaka,15.0,False
1061,2024-01-16,Tuesday,Morning,Beef Suya,Starters,3,1100.0,3300.0,Card,Emeka,11.0,False
1111,2024-01-26,Friday,Evening,Pounded Yam,Mains,2,2200.0,4400.0,Transfer,Blessing,8.0,False
1335,2024-03-05,Tuesday,Afternoon,Zobo,Drinks,2,400.0,,Card,Emeka,4.0,False
1275,24/02/2024,Saturday,Evening,Pepper Soup,Starters,4,1200.0,4800.0,Card,Amaka,3.0,False
1030,2024-01-11,Thursday,Afternoon,Spring Rolls,Starters,3,900.0,2430.0,Transfer,Amaka,8.0,True
1366,2024-03-09,Saturday,Morning,Pounded Yam,Mains,4,2200.0,8800.0,Transfer,Emeka,12.0,False
1186,2024-02-08,Thursday,Evening,Pepper Soup,Starters,1,1200.0,1200.0,Cash,Emeka,6.0,False
1027,2024-01-10,Wednesday,Afternoon,Chin Chin,Desserts,2,500.0,1000.0,Cash,Amaka,2.0,False
1008,2024-01-08,Monday,Evening,Beef Suya,Starters,2,1100.0,N2200,Transfer,Chukwu,,False
1182,2024-02-08,Thursday,Evening,Jollof Rice,Mains,3,1800.0,N5400,Cash,Amaka,,False
1478,2024-04-02,Tuesday,Afternoon,Pepper Soup,Starters,2,1200.0,2160.0,Transfer,Amaka,8.0,True
1109,2024-01-25,Thursday,Afternoon,Puff Puff,Desserts,1,450.0,450.0,Cash,Chukwu,6.0,False
1038,2024-01-12,Friday,Afternoon,Beef Suya,Starters,1,1100.0,1100.0,Card,Chukwu,,False
1158,2024-02-03,Saturday,Morning,Puff Puff,Desserts,1,450.0,405.0,Card,Amaka,,True
1494,2024-04-04,Thursday,Evening,Puff Puff,Desserts,3,450.0,,Card,Chukwu,1.0,False
1119,2024-01-27,Saturday,Morning,Egusi Soup,Mains,4,1500.0,5400.0,Transfer,Amaka,15.0,True
1115,2024-01-26,Friday,Evening,Spring Rolls,Starters,1,900.0,900.0,Cash,Amaka,,False
1272,2024-02-24,Saturday,Morning,Fried Plantain,Starters,2,800.0,1440.0,Card,Chukwu,8.0,True
1176,2024-02-06,Tuesday,Afternoon,Pepper Soup,Starters,3,1200.0,3600.0,Cash,Emeka,,False
1209,2024-02-11,Sunday,Morning,Spring Rolls,Starters,1,900.0,810.0,Cash,Amaka,,True
1204,2024-02-10,Saturday,Afternoon,Fresh Juice,Drinks,1,700.0,700.0,Cash,Amaka,,False
1145,2024-01-31,Wednesday,Morning,Egusi Soup,Mains,1,1500.0,1500.0,Card,Amaka,9.0,False
1195,2024-02-09,Friday,Afternoon,Chin Chin,Desserts,2,500.0,1000.0,Cash,Blessing,2.0,False
1389,2024-03-12,Tuesday,Evening,Chin Chin,Desserts,1,500.0,500.0,Card,Amaka,4.0,False
1401,2024-03-14,Thursday,Afternoon,Spring Rolls,Starters,3,900.0,2700.0,Cash,Blessing,2.0,False
1424,2024-03-19,Tuesday,Evening,Fried Plantain,Starters,2,800.0,1600.0,Cash,Blessing,6.0,False
1498,2024-04-05,Friday,Morning,Fried Plantain,Starters,1,800.0,800.0,Cash,Emeka,15.0,False
1403,2024-03-15,Friday,Morning,Zobo,Drinks,2,400.0,800.0,Cash,Chukwu,4.0,False
1470,2024-03-31,Sunday,Evening,Jollof Rice,mains,2,1800.0,3600.0,Transfer,Chukwu,6.0,False
1142,2024-01-31,Wednesday,Evening,Fried Plantain,Starters,2,800.0,1600.0,Card,Chukwu,10.0,False
1385,2024-03-11,Monday,Morning,Egusi Soup,Mains,4,1500.0,6000.0,Cash,Emeka,15.0,False
1068,2024-01-18,Thursday,Afternoon,Egusi Soup,Mains,1,1500.0,1500.0,Transfer,Chukwu,11.0,False
1504,2024-04-06,Saturday,Afternoon,Egusi Soup,Mains,2,1500.0,3000.0,Cash,Chukwu,3.0,False
1169,2024-02-05,Monday,Afternoon,Spring Rolls,Starters,1,900.0,810.0,Card,Emeka,12.0,True
1189,2024-02-09,Friday,Afternoon,Beef Suya,Starters,2,1100.0,2200.0,Card,Chukwu,6.0,False
1462,2024-03-28,Thursday,Evening,Chapman,Drinks,1,600.0,600.0,Card,Emeka,7.0,False
1396,2024-03-13,Wednesday,Afternoon,Egusi Soup,Mains,3,1500.0,4500.0,Card,Amaka,11.0,False
1238,2024-02-17,Saturday,Evening,Beef Suya,Starters,3,1100.0,3300.0,Card,Emeka,13.0,False
1194,2024-02-09,Friday,Morning,Pounded Yam,Mains,1,2200.0,2200.0,Cash,Amaka,5.0,False
1082,2024-01-21,Sunday,Evening,Pepper Soup,Starters,5,1200.0,6000.0,Cash,Chukwu,14.0,False
1110,26/01/2024,Friday,Evening,Chapman,Drinks,5,600.0,N3000,Transfer,Chukwu,11.0,False
1461,2024-03-28,Thursday,Evening,Fried Plantain,Starters,1,800.0,800.0,Card,Blessing,,False
1146,2024-01-31,Wednesday,Evening,Beef Suya,Starters,1,1100.0,1100.0,Cash,Blessing,7.0,False
1093,2024-01-23,Tuesday,Evening,Spring Rolls,Starters,1,900.0,900.0,Cash,Emeka,12.0,False
1153,2024-02-01,Thursday,Afternoon,Egusi Soup,Mains,2,1500.0,,Card,Emeka,7.0,False
1245,2024-02-18,Sunday,Evening,Egusi Soup,Mains,2,1500.0,3000.0,Card,Chukwu,12.0,False
1415,2024-03-17,Sunday,Afternoon,Fried Plantain,Starters,1,800.0,800.0,Card,Amaka,2.0,False
1506,2024-04-06,Saturday,Evening,Pepper Soup,Starters,1,1200.0,1200.0,Cash,Amaka,,False
1084,2024-01-21,Sunday,Evening,Chapman,Drinks,3,600.0,1620.0,Card,Amaka,5.0,True
1104,2024-01-24,Wednesday,Afternoon,Fresh Juice,Drinks,1,700.0,,Cash,Blessing,5.0,False
1166,2024-02-04,Sunday,Evening,Jollof Rice,Mains,2,1800.0,3600.0,Card,Amaka,11.0,False
1164,2024-02-04,Sunday,Evening,Jollof Rice,Mains,1,1800.0,1800.0,Card,Amaka,15.0,False
1200,2024-02-09,Friday,Afternoon,Chapman,Drinks,3,600.0,1800.0,Transfer,Chukwu,,False
1256,2024-02-20,Tuesday,Afternoon,Beef Suya,Starters,1,1100.0,1100.0,Transfer,Chukwu,3.0,False
1075,2024-01-19,Friday,Afternoon,Zobo,Drinks,4,400.0,1440.0,Cash,Chukwu,1.0,True
1324,2024-03-03,Sunday,Morning,Jollof Rice,mains,4,1800.0,7200.0,Transfer,Blessing,,False
1239,2024-02-17,Saturday,Morning,Zobo,Drinks,3,400.0,1200.0,Cash,Amaka,11.0,False
1497,2024-04-05,Friday,Evening,Pounded Yam,Mains,2,2200.0,4400.0,Transfer,Chukwu,14.0,False
1120,2024-01-27,Saturday,Afternoon,Pounded Yam,Mains,3,2200.0,6600.0,Cash,Emeka,,False
1305,2024-02-29,Thursday,Afternoon,Zobo,Drinks,1,400.0,400.0,Cash,Amaka,,False
1313,2024-03-01,Friday,Evening,Pepper Soup,Starters,1,1200.0,1200.0,Card,Amaka,,False
1267,2024-02-23,Friday,Evening,Egusi Soup,Mains,2,1500.0,N3000,Transfer,Chukwu,3.0,False
1513,2024-04-06,Saturday,Evening,Pepper Soup,Starters,1,1200.0,1200.0,Cash,Amaka,3.0,False
1422,2024-03-18,Monday,Afternoon,Fried Plantain,Starters,3,800.0,2400.0,Cash,Emeka,,False
1493,2024-04-04,Thursday,Afternoon,Chin Chin,Desserts,1,500.0,500.0,Card,Blessing,13.0,False
1306,29/02/2024,Thursday,Morning,Fresh Juice,Drinks,1,700.0,700.0,Cash,Emeka,,False
